iter	RMSE
140	20023.92372
141	19993.65062
142	19939.53866
143	19875.2171
144	19834.18326
145	19782.17134
146	19740.97766
147	19701.22182
148	19655.70519
149	19617.75961
150	19545.16674
151	19506.62765
152	19460.60398
153	19422.14006
154	19378.31956
155	19343.0797
156	19292.56242
157	19260.55702
158	19221.19052
159	19193.26323
160	19149.9391
161	19102.83804
162	19055.9968
163	19011.05365
164	18978.97635
165	18940.41203
166	18898.095
167	18860.42618
168	18825.1813
169	18801.67549
170	18739.79777
171	18704.25089
172	18667.56814
173	18619.76522
174	18585.72237
175	18543.3762
176	18511.15007
177	18473.87839
178	18413.24412
179	18378.35933
180	18328.2648
181	18288.80679
182	18249.95471
183	18209.52753
184	18168.29743
185	18140.2335
186	18093.96578
187	18063.47971
188	18020.22908
189	17988.35222
190	17947.1328
191	17914.37425
192	17879.2264
193	17852.14905
194	17811.67759
195	17784.18785
196	17759.31665
197	17746.39514
198	17699.34709
199	17675.98191
200	17639.33415
201	17610.32174
202	17585.34766
203	17552.37288
204	17523.85425
205	17495.87839
206	17455.96176
207	17410.92259
208	17383.48455
209	17353.92705
210	17326.67404
211	17294.06944
212	17272.45815
213	17249.30784
214	17222.56738
215	17201.84508
216	17174.81028
217	17139.72679
218	17111.53912
219	17076.31298
220	17037.2446
221	17004.32506
222	16977.13924
223	16942.11478
224	16918.11036
225	16889.90186
226	16859.09928
227	16831.83423
228	16814.44521
229	16794.73503
230	16762.478
231	16727.99466
232	16703.0973
233	16683.28891
234	16652.52679
235	16630.11249
236	16603.72387
237	16581.9742
238	16556.71738
239	16525.38076
240	16508.12416
241	16470.50857
242	16447.76723
243	16409.10403
244	16382.07711
245	16362.34353
246	16343.87647
247	16318.65356
248	16299.02191
249	16274.51558
250	16257.52074
251	16237.56509
252	16212.01801
253	16195.40576
254	16154.35166
255	16129.72507
256	16108.6951
257	16091.5925
258	16072.69082
259	16058.42375
260	16034.76704
261	16008.08324
262	15988.49492
263	15974.58063
264	15947.85567
265	15908.96816
266	15882.90339
267	15856.31094
268	15833.84061
269	15814.69806
270	15783.52552
271	15760.68249
272	15723.81639
273	15698.14299
274	15663.4888
275	15643.51047
276	15627.4956
277	15598.67001
278	15576.59414
279	15557.8703
280	15536.44752
281	15508.7858
282	15482.44003
283	15460.07611
284	15430.61806
285	15416.91405
286	15378.14319
287	15362.38451
288	15345.03939
289	15322.88298
290	15303.08556
291	15262.03192
292	15246.89588
293	15213.61588
294	15189.20626
295	15169.88167
296	15152.00895
297	15133.18292
298	15122.34238
299	15094.58798
300	15062.74359
301	15036.96734
302	15003.98869
303	14985.54874
304	14961.39654
305	14927.72961
306	14900.25993
307	14892.26294
308	14861.38266
309	14838.43777
310	14824.56104
311	14811.78381
312	14781.46939
313	14754.42901
314	14735.14295
315	14711.71289
316	14689.55166
317	14669.64532
318	14645.04572
319	14632.80337
320	14618.18164
321	14605.02974
322	14586.71177
323	14568.33997
324	14531.3428
325	14506.43845
326	14485.62391
327	14474.57504
328	14459.42463
329	14449.81783
330	14434.70747
331	14418.17476
332	14406.68517
333	14397.63989
334	14380.46185
335	14372.48694
336	14347.07482
337	14327.49741
338	14299.20646
339	14277.39695
340	14269.12519
341	14255.29253
342	14231.73874
343	14209.6728
344	14188.37047
345	14176.65044
346	14167.36985
347	14146.78981
348	14118.98485
349	14105.37769
350	14084.62258
351	14066.91322
352	14037.9988
353	14026.60617
354	14011.06961
355	13990.2533
356	13983.96137
357	13971.83935
358	13938.9084
359	13920.39122
360	13899.13656
361	13877.25069
362	13858.26496
363	13834.79092
364	13824.85837
365	13799.89055
366	13790.05457
367	13784.16409
368	13762.71944
369	13741.02623
370	13714.41385
371	13688.58586
372	13667.37523
373	13647.37723
374	13635.0981
375	13610.29083
376	13594.26088
377	13587.8362
378	13572.9711
379	13548.84167
380	13524.34242
381	13499.70661
382	13494.28304
383	13475.22812
384	13451.16453
385	13431.86155
386	13418.71929
387	13400.79611
388	13382.95668
389	13358.54921
390	13347.62433
391	13325.27576
392	13315.37756
393	13288.64698
394	13264.53673
395	13258.9852
396	13239.13462
397	13233.15921
398	13228.77531
399	13212.80676
400	13200.88615
401	13191.15514
402	13185.88071
403	13164.85277
404	13152.04412
405	13137.70497
406	13116.36882
407	13095.42866
408	13066.41935
409	13050.19488
410	13035.3139
411	13015.41619
412	12996.26667
413	12978.51046
414	12963.26235
415	12940.20427
416	12918.37191
417	12895.45914
418	12869.21755
419	12861.42753
420	12844.22367
421	12828.77116
422	12809.00245
423	12792.75614
424	12771.75133
425	12756.73898
426	12750.97783
427	12735.56444
428	12728.50082
429	12724.68428
430	12705.05646
431	12683.42073
432	12670.34755
433	12653.4381
434	12634.94264
435	12629.84355
436	12625.72202
437	12612.70864
438	12593.37582
439	12573.33388
440	12557.82501
441	12546.49939
442	12526.95664
443	12513.86135
444	12505.64417
445	12491.02772
446	12472.43767
447	12463.51701
448	12454.82238
449	12439.55999
450	12431.4011
451	12417.7066
452	12394.68468
453	12379.54895
454	12377.15116
455	12369.83368
456	12351.3912
457	12335.88659
458	12317.21383
459	12309.11528
460	12300.78719
461	12294.3455
462	12276.00848
463	12270.25148
464	12253.69472
465	12233.77861
466	12219.74382
467	12203.20944
468	12189.58639
469	12171.7826
470	12155.91286
471	12148.42998
472	12135.52532
473	12114.51083
474	12106.96136
475	12098.4582
476	12083.21775
477	12065.17952
478	12048.33736
479	12043.03955
480	12037.08067
481	12025.2344
482	12011.80721
483	11993.57345
484	11981.41207
485	11973.49937
486	11953.40089
487	11937.9336
488	11935.24327
489	11921.09578
490	11906.43664
491	11884.16927
492	11871.65432
493	11860.24146
494	11845.84965
495	11842.55899
496	11820.26756
497	11805.80509
498	11790.19476
499	11774.62185
500	11763.2587
501	11747.43381
502	11726.85316
503	11713.7958
504	11697.17667
505	11689.04915
506	11679.93116
507	11666.5125
508	11651.52339
509	11635.70382
510	11627.62983
511	11623.65785
512	11609.58823
513	11588.10271
514	11570.90279
515	11556.74999
516	11536.42614
517	11525.11879
518	11521.94695
519	11512.86898
520	11505.27964
521	11491.40943
522	11483.91138
523	11468.56585
524	11453.59275
525	11448.51449
526	11438.27529
527	11421.70437
528	11410.95498
529	11400.50014
530	11388.26708
531	11382.96515
532	11366.0186
533	11349.45915
534	11335.15024
535	11332.23149
536	11308.28421
537	11297.78762
538	11282.07208
539	11272.96272
540	11259.0796
541	11250.04233
542	11240.42792
543	11228.6818
544	11221.04215
545	11216.60313
546	11215.35246
547	11201.17803
548	11189.2005
549	11184.5218
550	11173.6035
551	11165.01458
552	11152.02928
553	11140.17257
554	11134.72533
555	11129.87154
556	11108.27546
557	11102.95779
558	11090.39487
559	11083.34951
560	11069.30918
561	11054.22455
562	11047.95243
563	11046.87335
564	11028.11076
565	11018.65197
566	11002.79244
567	11001.67324
568	10984.22871
569	10972.84914
570	10957.06539
571	10943.49383
572	10934.08983
573	10926.07049
574	10919.13299
575	10918.26888
576	10904.87347
577	10896.4675
578	10888.78292
579	10876.97085
580	10864.42029
581	10846.78726
582	10836.72798
583	10825.44134
584	10815.58076
585	10814.73025
586	10802.23532
587	10792.86919
588	10784.57046
589	10777.44825
590	10756.39691
591	10738.33673
592	10732.27997
593	10725.30423
594	10714.74469
595	10712.71875
596	10699.59165
597	10697.32264
598	10689.72269
599	10676.8758
600	10672.10395
601	10659.97616
602	10648.04137
603	10636.44661
604	10630.88486
605	10627.39126
606	10616.41934
607	10594.60687
608	10583.09564
609	10578.7143
610	10563.8892
611	10554.43642
612	10544.5981
613	10534.23698
614	10528.48766
615	10525.23164
616	10516.55549
617	10507.33493
618	10506.79873
619	10502.41005
620	10490.61064
621	10481.28864
622	10474.43558
623	10461.98901
624	10451.4942
625	10444.89024
626	10442.64637
627	10430.5616
628	10418.97753
629	10406.34633
630	10392.78148
631	10385.91855
632	10373.92983
633	10362.79868
634	10362.1054
635	10354.22981
636	10349.73461
637	10342.78066
638	10338.74332
639	10327.51148
640	10323.03922
641	10300.94383
642	10287.75778
643	10279.36376
644	10269.24203
645	10265.50629
646	10259.69966
647	10245.41912
648	10236.53701
649	10235.04889
650	10216.1391
651	10208.57122
652	10203.46021
653	10200.29862
654	10188.03856
655	10175.36517
656	10171.45615
657	10162.48882
658	10150.91161
659	10134.23055
660	10122.19944
661	10107.92579
662	10104.91943
663	10101.50095
664	10099.84554
665	10091.16306
666	10083.05473
667	10079.08333
668	10070.59662
669	10061.74005
670	10050.23687
671	10040.72826
672	10030.88236
673	10025.6811
674	10024.93614
675	10014.82528
676	10008.2303
677	10001.45627
678	9995.69971
679	9984.138023
680	9964.820706
681	9950.809709
682	9950.234386
683	9937.344801
684	9924.076225
685	9923.229525
686	9922.651477
687	9912.703716
688	9904.768047
689	9894.193527
690	9880.7482
691	9863.356789
692	9851.252101
693	9833.346097
694	9822.129106
695	9811.872108
696	9811.364215
697	9798.23277
698	9789.084174
699	9785.458824
700	9784.81809
701	9773.9139
702	9764.010401
703	9753.029983
704	9743.898198
705	9734.903288
706	9721.549665
707	9702.768097
708	9695.215879
709	9676.883744
710	9664.863639
711	9649.269944
712	9641.570171
713	9633.124232
714	9625.272239
715	9610.296718
716	9601.475987
717	9596.868363
718	9585.237477
719	9584.641669
720	9574.46263
721	9564.212382
722	9558.006907
723	9552.07164
724	9539.667767
725	9533.693163
726	9521.882328
727	9515.143336
728	9506.628648
729	9497.964971
730	9491.31829
731	9486.546909
732	9478.306052
733	9470.675819
734	9458.270633
735	9450.333915
736	9441.807703
737	9432.360605
738	9425.911784
739	9419.35099
740	9410.114418
741	9395.565179
742	9383.180727
743	9373.055361
744	9366.191414
745	9361.154297
746	9354.296303
747	9342.0587
748	9332.452313
749	9322.156302
750	9312.022461
751	9311.48508
752	9304.188877
753	9296.306798
754	9288.091646
755	9283.808959
756	9271.314023
757	9262.631635
758	9254.270711
759	9244.49476
760	9231.310107
761	9221.518858
762	9219.732501
763	9210.16285
764	9201.128048
765	9188.434669
766	9176.975376
767	9173.067352
768	9165.750714
769	9154.227907
770	9146.408509
771	9140.598538
772	9137.339815
773	9131.038891
774	9120.746638
775	9103.363933
776	9095.611114
777	9086.272601
778	9075.643634
779	9069.50266
780	9062.996854
781	9047.973032
782	9043.088308
783	9039.291957
784	9033.352288
785	9026.050579
786	9019.692751
787	9010.883619
788	9001.049925
789	8987.592821
790	8979.551493
791	8969.5638
792	8963.735298
793	8956.326521
794	8949.779665
795	8949.300165
796	8945.910894
797	8938.548232
798	8930.886406
799	8915.592007
800	8908.639725
801	8904.366033
802	8903.443154
803	8899.444268
804	8887.286064
805	8874.948125
806	8863.570597
807	8853.718684
808	8844.358771
809	8832.16191
810	8818.16047
811	8808.228333
812	8802.096933
813	8793.372052
814	8786.820227
815	8779.114686
816	8774.461551
817	8768.545397
818	8761.514802
819	8754.160625
820	8747.089021
821	8738.847754
822	8725.312144
823	8718.064898
824	8715.629922
825	8704.779005
826	8698.334112
827	8697.569792
828	8695.782291
829	8690.800849
830	8683.452943
831	8675.114395
832	8666.881811
833	8663.377953
834	8655.293343
835	8648.651845
836	8642.106334
837	8638.036583
838	8625.490661
839	8619.677795
840	8611.038866
841	8603.9929
842	8600.165862
843	8590.260271
844	8573.338989
845	8559.657909
846	8552.025567
847	8542.779557
848	8533.919033
849	8523.53363
850	8508.001617
851	8501.504634
852	8493.210517
853	8486.179073
854	8478.111094
855	8473.757943
856	8469.146019
857	8465.637223
858	8459.075728
859	8450.696697
860	8440.367993
861	8433.558144
862	8423.342999
863	8413.991101
864	8404.16627
865	8398.606393
866	8396.492671
867	8390.883008
868	8383.366934
869	8376.86636
870	8367.862164
871	8362.71435
872	8360.297715
873	8357.653074
874	8350.168228
875	8347.215717
876	8342.504689
877	8334.791816
878	8327.894561
879	8327.371477
880	8319.581625
881	8315.402769
882	8308.765723
883	8304.872357
884	8300.489548
885	8293.426405
886	8290.520386
887	8283.156442
888	8276.747845
889	8271.890326
890	8260.331356
891	8255.855384
892	8251.38568
893	8247.77037
894	8237.942934
895	8233.372209
896	8227.280787
897	8217.375627
898	8210.041842
899	8200.268126
900	8190.870953
901	8183.053961
902	8182.666375
903	8177.130114
904	8168.614707
905	8161.738178
906	8156.409759
907	8150.412481
908	8145.720246
909	8141.451933
910	8137.84707
911	8127.484274
912	8114.916335
913	8110.914653
914	8101.859745
915	8094.231521
916	8083.888083
917	8073.836426
918	8070.039018
919	8061.245356
920	8053.330778
921	8048.02143
922	8040.740173
923	8032.905889
924	8028.205262
925	8021.942752
926	8018.669514
927	8013.188977
928	8005.989643
929	8002.797851
930	8001.66734
931	7992.226448
932	7984.479993
933	7979.844409
934	7974.168688
935	7969.158183
936	7958.878336
937	7952.662735
938	7945.302471
939	7940.627967
940	7935.95154
941	7924.533813
942	7913.72951
943	7907.463231
944	7898.689162
945	7892.487852
946	7891.803811
947	7887.141587
948	7883.915948
949	7877.204758
950	7864.112307
951	7857.276434
952	7850.721299
953	7836.594614
954	7832.678895
955	7824.407902
956	7818.143049
957	7813.711453
958	7810.461335
959	7802.446982
960	7793.519364
961	7784.970776
962	7783.251285
963	7776.288982
964	7767.535682
965	7760.344073
966	7757.268177
967	7752.850259
968	7747.042247
969	7741.989197
970	7736.297811
971	7731.837261
972	7729.156212
973	7722.670857
974	7712.750611
975	7707.602269
976	7701.065772
977	7698.903134
978	7696.272072
979	7690.139045
980	7687.013297
981	7682.612171
982	7668.299142
983	7662.45137
984	7655.029872
985	7647.86086
986	7641.542758
987	7635.845995
988	7624.630582
989	7620.205219
990	7615.918523
991	7611.658533
992	7607.487539
993	7596.682457
994	7591.56927
995	7579.234742
996	7572.010349
997	7565.565766
998	7561.79639
999	7558.330017
