iter	Passed	Remaining
158	2481	13125
159	2498	13114
160	2516	13112
161	2533	13103
162	2546	13075
163	2560	13054
164	2574	13030
165	2589	13009
166	2604	12989
167	2619	12973
168	2635	12958
169	2647	12927
170	2659	12891
171	2673	12870
172	2688	12851
173	2704	12839
174	2719	12822
175	2740	12829
176	2757	12823
177	2772	12805
178	2796	12824
179	2809	12799
180	2821	12768
181	2836	12748
182	2850	12727
183	2864	12705
184	2880	12689
185	2895	12671
186	2909	12649
187	2917	12600
188	2934	12590
189	2953	12590
190	2968	12573
191	2982	12552
192	2998	12537
193	3013	12518
194	3028	12503
195	3043	12482
196	3056	12459
197	3067	12424
198	3081	12403
199	3097	12388
200	3112	12373
201	3129	12363
202	3147	12357
203	3166	12356
204	3183	12345
205	3197	12326
206	3213	12311
207	3228	12293
208	3242	12272
209	3256	12251
210	3273	12242
211	3289	12226
212	3303	12205
213	3318	12190
214	3335	12177
215	3357	12184
216	3373	12171
217	3388	12154
218	3403	12136
219	3418	12121
220	3436	12114
221	3450	12093
222	3466	12079
223	3482	12064
224	3496	12044
225	3508	12014
226	3525	12004
227	3543	11999
228	3565	12003
229	3580	11986
230	3594	11967
231	3605	11936
232	3620	11916
233	3636	11903
234	3650	11883
235	3665	11865
236	3681	11852
237	3695	11831
238	3709	11811
239	3723	11792
240	3741	11782
241	3762	11785
242	3778	11770
243	3792	11752
244	3808	11735
245	3822	11716
246	3840	11708
247	3854	11686
248	3865	11658
249	3879	11639
250	3893	11619
251	3908	11602
252	3923	11585
253	3940	11572
254	3962	11575
255	3978	11561
256	3994	11547
257	4009	11532
258	4026	11521
259	4041	11503
260	4057	11487
261	4073	11474
262	4089	11459
263	4104	11442
264	4119	11425
265	4133	11406
266	4152	11400
267	4174	11401
268	4190	11387
269	4205	11369
270	4220	11353
271	4235	11336
272	4251	11321
273	4267	11306
274	4281	11287
275	4296	11269
276	4310	11250
277	4322	11224
278	4337	11208
279	4359	11209
280	4380	11207
281	4395	11192
282	4410	11175
283	4425	11156
284	4435	11128
285	4452	11116
286	4467	11099
287	4482	11080
288	4498	11068
289	4513	11050
290	4527	11030
291	4543	11016
292	4563	11010
293	4584	11008
294	4601	10997
295	4619	10986
296	4635	10971
297	4653	10963
298	4668	10945
299	4686	10935
300	4703	10921
301	4715	10898
302	4727	10873
303	4741	10856
304	4759	10845
305	4777	10834
306	4802	10840
307	4817	10822
308	4833	10808
309	4848	10792
310	4865	10779
311	4879	10760
312	4891	10737
313	4905	10717
314	4919	10698
315	4935	10683
316	4953	10673
317	4968	10655
318	4983	10637
319	5004	10633
320	5021	10622
321	5036	10604
322	5053	10591
323	5069	10577
324	5084	10560
325	5099	10543
326	5113	10524
327	5129	10508
328	5144	10492
329	5160	10476
330	5176	10462
331	5190	10443
332	5208	10432
333	5230	10428
334	5245	10412
335	5261	10398
336	5280	10388
337	5294	10370
338	5308	10351
339	5323	10333
340	5338	10316
341	5349	10291
342	5362	10270
343	5378	10257
344	5396	10245
345	5419	10243
346	5434	10226
347	5447	10206
348	5458	10182
349	5474	10166
350	5488	10147
351	5501	10128
352	5515	10109
353	5531	10094
354	5543	10072
355	5554	10048
356	5568	10029
357	5585	10016
358	5602	10002
359	5627	10003
360	5644	9991
361	5659	9974
362	5670	9951
363	5686	9935
364	5700	9918
365	5716	9901
366	5730	9883
367	5744	9865
368	5758	9847
369	5773	9829
370	5790	9817
371	5802	9795
372	5828	9798
373	5846	9785
374	5861	9768
375	5886	9769
376	5897	9746
377	5913	9730
378	5927	9712
379	5941	9693
380	5955	9675
381	5970	9658
382	5981	9636
383	5998	9622
384	6014	9607
385	6037	9604
386	6052	9587
387	6067	9570
388	6082	9554
389	6099	9539
390	6114	9523
391	6125	9500
392	6140	9483
393	6155	9467
394	6171	9452
395	6188	9438
396	6202	9421
397	6219	9406
398	6233	9389
399	6254	9381
400	6271	9368
401	6288	9353
402	6305	9340
403	6320	9323
404	6334	9305
405	6347	9287
406	6362	9269
407	6377	9254
408	6391	9235
409	6407	9220
410	6419	9199
411	6434	9182
412	6452	9170
413	6477	9168
414	6493	9152
415	6508	9137
416	6522	9119
417	6533	9097
418	6547	9079
419	6563	9064
420	6577	9046
421	6592	9028
422	6606	9012
423	6622	8996
424	6637	8979
425	6651	8962
426	6673	8954
427	6690	8940
428	6705	8924
429	6722	8911
430	6737	8894
431	6751	8876
432	6762	8855
433	6775	8836
434	6790	8819
435	6807	8805
436	6821	8788
437	6837	8773
438	6852	8756
439	6873	8748
440	6891	8734
441	6906	8719
442	6923	8705
443	6938	8688
444	6960	8680
445	6971	8660
446	6987	8645
447	7003	8629
448	7019	8613
449	7033	8596
450	7049	8580
451	7075	8577
452	7096	8569
453	7112	8553
454	7129	8539
455	7144	8523
456	7159	8506
457	7174	8490
458	7186	8470
459	7200	8452
460	7215	8436
461	7230	8420
462	7244	8402
463	7261	8387
464	7280	8376
465	7301	8367
466	7321	8356
467	7337	8340
468	7351	8322
469	7362	8302
470	7376	8285
471	7393	8270
472	7407	8253
473	7425	8239
474	7440	8223
475	7456	8207
476	7476	8197
477	7490	8180
478	7504	8162
479	7527	8155
480	7543	8139
481	7554	8119
482	7569	8101
483	7583	8085
484	7598	8068
485	7614	8053
486	7630	8038
487	7646	8022
488	7672	8018
489	7693	8007
490	7710	7992
491	7726	7977
492	7740	7960
493	7757	7945
494	7778	7935
495	7793	7919
496	7808	7902
497	7825	7888
498	7841	7872
499	7859	7859
500	7879	7848
501	7898	7835
502	7920	7826
503	7939	7812
504	7956	7798
505	7973	7783
506	7988	7768
507	8005	7753
508	8022	7738
509	8036	7721
510	8053	7706
511	8070	7691
512	8091	7681
513	8107	7666
514	8123	7649
515	8138	7634
516	8154	7618
517	8170	7602
518	8185	7585
519	8203	7572
520	8218	7556
521	8235	7541
522	8251	7525
523	8266	7509
524	8281	7492
525	8296	7476
526	8318	7466
527	8347	7462
528	8365	7448
529	8379	7431
530	8395	7415
531	8410	7398
532	8425	7382
533	8436	7362
534	8453	7347
535	8468	7330
536	8483	7314
537	8501	7300
538	8525	7291
539	8540	7274
540	8557	7260
541	8571	7243
542	8583	7223
543	8598	7207
544	8614	7191
545	8628	7174
546	8645	7159
547	8661	7143
548	8676	7127
549	8692	7112
550	8707	7095
551	8729	7085
552	8753	7075
553	8769	7059
554	8782	7041
555	8794	7023
556	8809	7006
557	8824	6989
558	8840	6973
559	8857	6959
560	8872	6942
561	8887	6926
562	8902	6909
563	8918	6894
564	8939	6882
565	8958	6869
566	8973	6852
567	8988	6836
568	9005	6821
569	9019	6804
570	9033	6787
571	9048	6770
572	9062	6753
573	9078	6737
574	9093	6721
575	9105	6702
576	9124	6689
577	9149	6680
578	9166	6664
579	9181	6648
580	9196	6632
581	9210	6614
582	9222	6596
583	9235	6578
584	9248	6561
585	9265	6545
586	9280	6529
587	9294	6512
588	9308	6495
589	9322	6478
590	9345	6467
591	9361	6451
592	9377	6436
593	9392	6419
594	9408	6404
595	9422	6386
596	9436	6370
597	9448	6351
598	9460	6333
599	9476	6317
600	9491	6301
601	9505	6284
602	9520	6268
603	9541	6255
604	9556	6239
605	9578	6227
606	9597	6213
607	9609	6195
608	9623	6178
609	9637	6161
610	9651	6144
611	9666	6128
612	9680	6111
613	9696	6096
614	9709	6077
615	9723	6061
616	9739	6045
617	9764	6035
618	9779	6019
619	9795	6003
620	9809	5986
621	9821	5968
622	9835	5951
623	9849	5934
624	9864	5918
625	9880	5902
626	9895	5886
627	9909	5869
628	9924	5853
629	9936	5835
630	9958	5823
631	9976	5809
632	9995	5795
633	10014	5781
634	10028	5764
635	10043	5748
636	10058	5732
637	10072	5715
638	10089	5699
639	10105	5684
640	10118	5667
641	10130	5649
642	10145	5633
643	10166	5619
644	10183	5604
645	10202	5590
646	10216	5573
647	10228	5556
648	10242	5539
649	10257	5523
650	10271	5506
651	10285	5489
652	10300	5473
653	10315	5457
654	10327	5439
655	10341	5422
656	10356	5406
657	10375	5392
658	10394	5378
659	10406	5361
660	10420	5344
661	10434	5327
662	10448	5310
663	10460	5293
664	10471	5275
665	10485	5258
666	10501	5242
667	10515	5226
668	10529	5209
669	10544	5193
670	10557	5176
671	10568	5158
672	10587	5144
673	10609	5131
674	10622	5114
675	10635	5097
676	10649	5081
677	10664	5064
678	10677	5047
679	10691	5031
680	10707	5015
681	10722	4999
682	10734	4982
683	10747	4965
684	10760	4948
685	10776	4932
686	10796	4919
687	10812	4903
688	10827	4887
689	10841	4870
690	10855	4854
691	10871	4838
692	10885	4822
693	10897	4804
694	10913	4789
695	10927	4773
696	10942	4757
697	10958	4741
698	10975	4726
699	10998	4713
700	11018	4699
701	11037	4685
702	11055	4670
703	11074	4656
704	11093	4641
705	11111	4627
706	11129	4612
707	11147	4597
708	11162	4581
709	11181	4567
710	11198	4551
711	11230	4542
712	11250	4528
713	11267	4513
714	11284	4497
715	11302	4482
716	11317	4467
717	11342	4454
718	11354	4437
719	11367	4420
720	11383	4404
721	11399	4389
722	11425	4377
723	11440	4361
724	11452	4343
725	11465	4327
726	11479	4310
727	11493	4294
728	11510	4279
729	11526	4263
730	11543	4248
731	11557	4231
732	11572	4215
733	11582	4197
734	11597	4181
735	11620	4168
736	11638	4153
737	11654	4137
738	11671	4122
739	11685	4105
740	11697	4088
741	11711	4072
742	11728	4056
743	11745	4041
744	11758	4024
745	11773	4008
746	11788	3992
747	11803	3976
748	11820	3961
749	11840	3946
750	11859	3932
751	11874	3916
752	11889	3900
753	11905	3884
754	11924	3869
755	11944	3855
756	11964	3840
757	11982	3825
758	11997	3809
759	12015	3794
760	12037	3780
761	12085	3774
762	12101	3758
763	12125	3745
764	12137	3728
765	12152	3712
766	12167	3696
767	12183	3680
768	12200	3664
769	12217	3649
770	12231	3632
771	12248	3617
772	12268	3602
773	12297	3590
774	12313	3574
775	12328	3558
776	12341	3542
777	12358	3526
778	12372	3510
779	12386	3493
780	12398	3476
781	12413	3460
782	12427	3444
783	12444	3428
784	12462	3413
785	12480	3397
786	12496	3382
787	12515	3367
788	12528	3350
789	12544	3334
790	12562	3319
791	12577	3303
792	12592	3286
793	12607	3270
794	12620	3254
795	12635	3238
796	12650	3222
797	12699	3214
798	12749	3207
799	12768	3192
800	12788	3177
801	12803	3160
802	12818	3144
803	12832	3128
804	12847	3112
805	12863	3096
806	12883	3081
807	12902	3066
808	12917	3049
809	12932	3033
810	12947	3017
811	12961	3000
812	12974	2984
813	12989	2968
814	13002	2951
815	13015	2934
816	13028	2918
817	13042	2901
818	13057	2885
819	13077	2870
820	13098	2855
821	13124	2842
822	13139	2825
823	13150	2808
824	13164	2792
825	13178	2776
826	13193	2759
827	13211	2744
828	13223	2727
829	13237	2711
830	13248	2694
831	13269	2679
832	13291	2664
833	13309	2649
834	13322	2632
835	13337	2616
836	13351	2600
837	13363	2583
838	13376	2566
839	13393	2551
840	13406	2534
841	13419	2518
842	13433	2501
843	13445	2485
844	13458	2468
845	13473	2452
846	13490	2436
847	13512	2421
848	13525	2405
849	13544	2390
850	13556	2373
851	13571	2357
852	13586	2341
853	13600	2325
854	13616	2309
855	13630	2293
856	13644	2276
857	13656	2260
858	13669	2243
859	13686	2228
860	13703	2212
861	13723	2197
862	13744	2181
863	13760	2166
864	13776	2150
865	13793	2134
866	13809	2118
867	13824	2102
868	13837	2086
869	13851	2069
870	13865	2053
871	13890	2038
872	13909	2023
873	13926	2007
874	13945	1992
875	13962	1976
876	13977	1960
877	13990	1944
878	14005	1927
879	14021	1912
880	14034	1895
881	14046	1879
882	14060	1863
883	14076	1847
884	14089	1830
885	14103	1814
886	14123	1799
887	14141	1783
888	14158	1767
889	14172	1751
890	14185	1735
891	14199	1719
892	14209	1702
893	14225	1686
894	14239	1670
895	14253	1654
896	14267	1638
897	14280	1622
898	14292	1605
899	14304	1589
900	14320	1573
901	14342	1558
902	14359	1542
903	14372	1526
904	14384	1509
905	14397	1493
906	14411	1477
907	14425	1461
908	14443	1445
909	14457	1429
910	14469	1413
911	14482	1397
912	14495	1381
913	14510	1365
914	14524	1349
915	14544	1333
916	14563	1318
917	14579	1302
918	14595	1286
919	14610	1270
920	14625	1254
921	14638	1238
922	14655	1222
923	14669	1206
924	14681	1190
925	14695	1174
926	14710	1158
927	14725	1142
928	14740	1126
929	14762	1111
930	14781	1095
931	14796	1079
932	14810	1063
933	14826	1047
934	14843	1031
935	14859	1016
936	14873	1000
937	14888	984
938	14902	968
939	14916	952
940	14932	936
941	14947	920
942	14966	904
943	14985	888
944	15001	873
945	15017	857
946	15031	841
947	15047	825
948	15064	809
949	15078	793
950	15095	777
951	15110	761
952	15129	746
953	15146	730
954	15162	714
955	15189	699
956	15211	683
957	15226	667
958	15242	651
959	15256	635
960	15273	619
961	15285	603
962	15299	587
963	15313	571
964	15327	555
965	15343	540
966	15358	524
967	15373	508
968	15392	492
969	15411	476
970	15427	460
971	15443	444
972	15458	428
973	15472	413
974	15489	397
975	15506	381
976	15520	365
977	15535	349
978	15547	333
979	15561	317
980	15576	301
981	15601	285
982	15633	270
983	15664	254
984	15687	238
985	15753	223
986	15840	208
987	15883	192
988	15961	177
989	16024	161
990	16079	146
991	16129	130
992	16153	113
993	16188	97
994	16245	81
995	16261	65
996	16277	48
997	16297	32
998	16313	16
999	16332	0
