iter	RMSE
141	19529.00792
142	19458.52838
143	19395.77177
144	19321.49905
145	19307.24072
146	19238.01801
147	19172.45328
148	19138.59473
149	19070.45853
150	19022.39471
151	18964.74213
152	18898.50362
153	18867.22496
154	18793.52703
155	18736.26601
156	18696.04584
157	18664.75467
158	18610.83363
159	18570.93987
160	18555.8086
161	18511.19768
162	18459.27078
163	18422.05394
164	18405.49
165	18360.42351
166	18310.00199
167	18263.25484
168	18237.63989
169	18216.28129
170	18168.96775
171	18116.62683
172	18076.07434
173	18035.99139
174	17987.27778
175	17945.80809
176	17891.21902
177	17849.46832
178	17800.30885
179	17753.8032
180	17704.61541
181	17657.66251
182	17604.11094
183	17588.02907
184	17549.98563
185	17514.08524
186	17495.19734
187	17470.85148
188	17448.82101
189	17408.3516
190	17379.59003
191	17362.92656
192	17318.92471
193	17292.83448
194	17258.90464
195	17215.3065
196	17184.10772
197	17117.5662
198	17095.28656
199	17055.29396
200	17034.61466
201	16998.42125
202	16952.13748
203	16903.95647
204	16875.73629
205	16826.38211
206	16810.87058
207	16778.72553
208	16753.74066
209	16706.26254
210	16654.87232
211	16605.48668
212	16592.5681
213	16547.48505
214	16522.86249
215	16488.01451
216	16475.13202
217	16455.21713
218	16414.2896
219	16403.83602
220	16350.27641
221	16321.41426
222	16265.40804
223	16239.21019
224	16192.26858
225	16156.21313
226	16111.76744
227	16065.99313
228	16017.08482
229	15972.88236
230	15927.24798
231	15915.22594
232	15885.25594
233	15835.24887
234	15798.96447
235	15759.07824
236	15741.20327
237	15718.56406
238	15709.08372
239	15661.72672
240	15624.95639
241	15593.4549
242	15561.89841
243	15543.52349
244	15502.6191
245	15477.65694
246	15434.47465
247	15402.3894
248	15393.53017
249	15357.11476
250	15323.97025
251	15286.85524
252	15255.32335
253	15212.03953
254	15177.93461
255	15130.23162
256	15096.1641
257	15085.01504
258	15074.19268
259	15046.72542
260	15022.92114
261	14990.71831
262	14955.27081
263	14937.07833
264	14904.14607
265	14874.5733
266	14847.00528
267	14811.84754
268	14784.91634
269	14757.38354
270	14734.63889
271	14723.808
272	14694.48474
273	14659.42383
274	14632.81939
275	14609.26341
276	14602.68582
277	14590.82799
278	14580.96201
279	14547.64547
280	14536.26364
281	14499.65724
282	14489.41981
283	14453.44778
284	14420.4511
285	14389.52658
286	14363.76197
287	14347.72322
288	14322.64846
289	14292.17963
290	14255.75002
291	14232.83799
292	14204.25274
293	14166.84944
294	14132.84345
295	14078.89828
296	14046.69661
297	14013.53814
298	13986.28627
299	13974.78865
300	13960.71904
301	13937.04063
302	13919.50015
303	13889.04623
304	13868.7201
305	13834.46218
306	13803.66211
307	13780.44906
308	13737.75004
309	13728.18071
310	13699.59331
311	13667.30739
312	13632.00376
313	13624.57589
314	13596.22012
315	13553.53924
316	13516.26234
317	13483.83103
318	13456.87723
319	13448.60145
320	13427.54609
321	13398.27484
322	13372.07794
323	13351.91819
324	13334.8169
325	13292.33216
326	13268.43991
327	13245.44461
328	13237.77828
329	13228.43881
330	13198.01238
331	13170.48313
332	13155.53201
333	13127.77902
334	13090.01648
335	13086.47865
336	13055.62872
337	13028.77802
338	13006.16449
339	12988.70467
340	12967.65608
341	12945.83469
342	12926.47033
343	12897.88722
344	12894.139
345	12871.83328
346	12851.21382
347	12828.47854
348	12805.65619
349	12801.15314
350	12788.18811
351	12751.87466
352	12730.23081
353	12722.60157
354	12692.63569
355	12661.19869
356	12629.67841
357	12591.23789
358	12567.89978
359	12543.13396
360	12521.90953
361	12488.23744
362	12472.11307
363	12455.0101
364	12423.91471
365	12399.75007
366	12384.36217
367	12351.79515
368	12319.92201
369	12292.43135
370	12264.48432
371	12247.97081
372	12219.60053
373	12209.10561
374	12191.31572
375	12162.07726
376	12134.23413
377	12102.54562
378	12084.23409
379	12064.70921
380	12033.98346
381	12007.39686
382	11985.22967
383	11963.60499
384	11937.67299
385	11916.81681
386	11895.42729
387	11870.43035
388	11842.16795
389	11809.90003
390	11804.24748
391	11801.76496
392	11771.05984
393	11761.33183
394	11737.97831
395	11717.71158
396	11698.36141
397	11692.73766
398	11678.17131
399	11672.11361
400	11659.34031
401	11628.36591
402	11622.82813
403	11595.5065
404	11570.71404
405	11568.5816
406	11544.61344
407	11523.02604
408	11517.55016
409	11494.63339
410	11469.4917
411	11440.8808
412	11413.7488
413	11400.27779
414	11379.23925
415	11360.26444
416	11333.99645
417	11324.8964
418	11297.79864
419	11272.06782
420	11244.381
421	11233.12782
422	11231.21243
423	11226.10586
424	11215.00339
425	11201.13975
426	11179.83063
427	11151.12492
428	11132.67125
429	11110.4269
430	11084.16501
431	11078.8583
432	11059.78157
433	11043.075
434	11038.21728
435	11013.30175
436	10985.74773
437	10969.33223
438	10944.09798
439	10922.91883
440	10903.65079
441	10887.92461
442	10868.84298
443	10850.04595
444	10830.14041
445	10814.19489
446	10795.53436
447	10776.74536
448	10769.99871
449	10764.52021
450	10756.2787
451	10736.8912
452	10720.517
453	10712.39859
454	10702.54446
455	10693.10253
456	10686.18621
457	10666.43895
458	10639.48534
459	10617.63456
460	10596.22558
461	10583.28397
462	10571.81142
463	10548.67206
464	10532.76698
465	10513.41261
466	10507.10762
467	10492.20949
468	10470.61874
469	10461.98501
470	10437.42888
471	10427.70295
472	10414.06326
473	10399.30221
474	10380.67269
475	10367.94669
476	10344.81079
477	10332.73447
478	10329.37174
479	10314.3698
480	10299.7804
481	10274.72759
482	10255.28968
483	10211.60365
484	10190.96169
485	10173.51343
486	10161.43666
487	10153.47113
488	10135.22541
489	10104.69637
490	10093.13544
491	10069.83268
492	10055.17898
493	10035.86461
494	10017.21284
495	9998.813746
496	9980.51767
497	9967.184338
498	9961.579671
499	9948.203553
500	9946.492679
501	9934.610161
502	9920.699443
503	9914.807151
504	9894.57673
505	9876.863651
506	9859.116508
507	9853.39967
508	9836.415991
509	9816.43829
510	9804.538416
511	9785.877481
512	9772.607253
513	9764.888975
514	9757.094471
515	9743.896484
516	9726.319315
517	9710.822508
518	9692.261526
519	9672.437722
520	9655.076308
521	9620.61322
522	9609.647601
523	9581.90872
524	9567.14155
525	9547.086907
526	9526.60772
527	9520.365349
528	9507.787541
529	9501.4888
530	9482.579965
531	9461.460092
532	9443.626255
533	9436.342076
534	9427.183682
535	9425.081688
536	9416.263714
537	9403.275224
538	9383.176415
539	9365.826741
540	9361.430387
541	9349.302514
542	9341.426166
543	9322.908711
544	9297.476317
545	9291.280966
546	9283.650142
547	9272.655939
548	9267.991185
549	9248.253531
550	9245.523704
551	9232.893393
552	9223.08617
553	9214.58918
554	9210.116651
555	9197.052704
556	9166.250232
557	9151.378319
558	9149.749339
559	9131.283792
560	9112.375
561	9090.60203
562	9076.984603
563	9075.40615
564	9053.414231
565	9052.008707
566	9042.188585
567	9032.794989
568	9001.289992
569	8996.604711
570	8980.847745
571	8958.97096
572	8934.154409
573	8929.965183
574	8916.643184
575	8905.176344
576	8896.316653
577	8887.039628
578	8879.68035
579	8868.39197
580	8855.493728
581	8853.881075
582	8844.277784
583	8842.79228
584	8837.542573
585	8827.500399
586	8811.976396
587	8796.972657
588	8794.162685
589	8785.844593
590	8765.0627
591	8761.726473
592	8727.920037
593	8725.828086
594	8717.509503
595	8695.267736
596	8683.304234
597	8669.148898
598	8652.952221
599	8646.492887
600	8635.064912
601	8624.790758
602	8610.526177
603	8609.498578
604	8604.838778
605	8596.28597
606	8588.87572
607	8577.061401
608	8570.070449
609	8562.711532
610	8551.709305
611	8540.771133
612	8523.117563
613	8522.112158
614	8521.04754
615	8503.694579
616	8497.233945
617	8496.305708
618	8476.875234
619	8472.310964
620	8470.974643
621	8449.716216
622	8435.578393
623	8414.691815
624	8399.751325
625	8386.705409
626	8372.625489
627	8363.559888
628	8356.43361
629	8350.638459
630	8339.379701
631	8328.452022
632	8316.44687
633	8311.481796
634	8302.040997
635	8289.088182
636	8282.633963
637	8268.471581
638	8250.971896
639	8238.684395
640	8234.598335
641	8230.649081
642	8218.692184
643	8192.598732
644	8185.415095
645	8172.270645
646	8170.458591
647	8158.344731
648	8138.792802
649	8132.462756
650	8111.769318
651	8103.866453
652	8092.11184
653	8067.523331
654	8058.387229
655	8049.040065
656	8040.70497
657	8028.444563
658	8010.907235
659	8004.113921
660	7987.842097
661	7974.342259
662	7966.889503
663	7960.068578
664	7945.245569
665	7928.783651
666	7919.438504
667	7908.443648
668	7891.731781
669	7883.254566
670	7874.438003
671	7859.718326
672	7841.674556
673	7832.893977
674	7831.397093
675	7813.425455
676	7795.478245
677	7780.269666
678	7771.567625
679	7763.429234
680	7762.662889
681	7741.863076
682	7740.689754
683	7728.170743
684	7715.357069
685	7714.454517
686	7701.983817
687	7691.987437
688	7683.236512
689	7675.47052
690	7654.386415
691	7642.72645
692	7638.405402
693	7626.539619
694	7621.208105
695	7607.464746
696	7602.06335
697	7588.827763
698	7573.790019
699	7563.046015
700	7558.450781
701	7548.106482
702	7541.176399
703	7529.021992
704	7517.735978
705	7511.007423
706	7498.347861
707	7485.594835
708	7472.453474
709	7466.026277
710	7460.111007
711	7452.066728
712	7447.482067
713	7443.206532
714	7434.216449
715	7424.558908
716	7423.992383
717	7412.759801
718	7394.470355
719	7383.92543
720	7370.364421
721	7364.473339
722	7353.192944
723	7345.777151
724	7333.834812
725	7322.301309
726	7306.426837
727	7293.507355
728	7281.728881
729	7272.192348
730	7254.121307
731	7253.482916
732	7239.703647
733	7234.354711
734	7222.158189
735	7215.367305
736	7213.878723
737	7206.034306
738	7200.354153
739	7187.977011
740	7187.129967
741	7180.351274
742	7172.787008
743	7168.601146
744	7154.244453
745	7145.613507
746	7137.296571
747	7119.299151
748	7113.535224
749	7101.221243
750	7094.28022
751	7086.690809
752	7078.854935
753	7078.056755
754	7077.427389
755	7063.765446
756	7046.78021
757	7038.074501
758	7025.84798
759	7022.034065
760	7007.844528
761	7001.234698
762	6987.503021
763	6979.342654
764	6971.339505
765	6954.92349
766	6943.721907
767	6937.061413
768	6936.616984
769	6929.851657
770	6922.097544
771	6920.639855
772	6916.385124
773	6903.549476
774	6901.768056
775	6892.145877
776	6882.161143
777	6879.705815
778	6868.842661
779	6861.186759
780	6848.370867
781	6836.371188
782	6834.004887
783	6820.081412
784	6811.11847
785	6798.141081
786	6791.143031
787	6777.695465
788	6766.624399
789	6759.976257
790	6753.801112
791	6747.370872
792	6732.989708
793	6720.475985
794	6711.232649
795	6699.199979
796	6691.765695
797	6690.717793
798	6681.585694
799	6668.31565
800	6652.936883
801	6647.222965
802	6639.029425
803	6632.152389
804	6621.234269
805	6606.581931
806	6604.641732
807	6594.949226
808	6588.834408
809	6588.337754
810	6582.798236
811	6571.302893
812	6558.662842
813	6545.772177
814	6536.808758
815	6532.30097
816	6523.615977
817	6510.699823
818	6503.863691
819	6494.245959
820	6486.406748
821	6478.644245
822	6473.466213
823	6465.925759
824	6459.560075
825	6448.075194
826	6442.112346
827	6432.290264
828	6422.180037
829	6416.869254
830	6407.681202
831	6400.613693
832	6391.936176
833	6383.979668
834	6373.835031
835	6365.283983
836	6360.233215
837	6351.380896
838	6341.28079
839	6339.678672
840	6337.421617
841	6324.773498
842	6324.243462
843	6323.764417
844	6315.802232
845	6309.447374
846	6301.93795
847	6294.927616
848	6292.309224
849	6283.235841
850	6282.033562
851	6270.66927
852	6261.832148
853	6250.506452
854	6242.927883
855	6238.601358
856	6229.90379
857	6227.392812
858	6225.635551
859	6213.326183
860	6208.966981
861	6201.770813
862	6190.252676
863	6174.27164
864	6168.192561
865	6163.945692
866	6150.986059
867	6141.757895
868	6133.159884
869	6128.812515
870	6123.686033
871	6113.22188
872	6111.618213
873	6108.045101
874	6104.663585
875	6091.37432
876	6088.054004
877	6077.895216
878	6070.826449
879	6063.565693
880	6060.844696
881	6058.139051
882	6053.217012
883	6042.565304
884	6042.117364
885	6033.097075
886	6024.506473
887	6014.348119
888	6010.366078
889	6008.350083
890	6005.295624
891	5996.27373
892	5992.168175
893	5986.669014
894	5979.119296
895	5971.591033
896	5968.126034
897	5955.89005
898	5947.082954
899	5936.656439
900	5928.669881
901	5923.703268
902	5914.49318
903	5906.496898
904	5902.99197
905	5900.11367
906	5894.885609
907	5888.854771
908	5879.550353
909	5869.097336
910	5856.632512
911	5851.448953
912	5847.402395
913	5842.347073
914	5831.357988
915	5822.080272
916	5817.959863
917	5809.00341
918	5800.936606
919	5796.887802
920	5787.361094
921	5785.068927
922	5782.150068
923	5781.030494
924	5771.891271
925	5770.788228
926	5762.985295
927	5759.451021
928	5756.546461
929	5749.912322
930	5738.187469
931	5734.790094
932	5732.267018
933	5725.959657
934	5718.692388
935	5710.703529
936	5706.148163
937	5696.857799
938	5687.586738
939	5686.122065
940	5678.183939
941	5669.597445
942	5664.052378
943	5654.727379
944	5651.103665
945	5644.207515
946	5643.046683
947	5642.547128
948	5633.890345
949	5623.652292
950	5612.792515
951	5603.825687
952	5595.766591
953	5594.602996
954	5585.569798
955	5575.126797
956	5564.804904
957	5556.906225
958	5554.843342
959	5550.100547
960	5540.900658
961	5532.220466
962	5528.333823
963	5519.020988
964	5512.161107
965	5505.967962
966	5497.790608
967	5494.710154
968	5487.569325
969	5479.799782
970	5477.898195
971	5470.179551
972	5460.397927
973	5453.085064
974	5447.395264
975	5444.250406
976	5438.776221
977	5435.194171
978	5432.837869
979	5432.073674
980	5428.001546
981	5423.07818
982	5418.486749
983	5414.537844
984	5410.294299
985	5398.756163
986	5397.308539
987	5388.568468
988	5378.942012
989	5367.987961
990	5360.065041
991	5351.212224
992	5346.606406
993	5340.31887
994	5335.568272
995	5329.233902
996	5321.562522
997	5320.918495
998	5317.404049
999	5307.844747
