iter	RMSE
337	2474.06572
338	2472.984503
339	2465.072204
340	2463.426106
341	2452.300023
342	2442.837238
343	2440.038174
344	2429.02126
345	2419.603368
346	2417.936228
347	2412.543981
348	2406.600723
349	2396.857481
350	2395.791367
351	2385.521644
352	2373.583667
353	2364.460279
354	2357.384776
355	2346.240531
356	2331.776776
357	2322.65802
358	2313.557789
359	2305.300412
360	2297.532938
361	2296.620593
362	2289.1126
363	2276.98216
364	2268.934958
365	2260.732428
366	2252.313239
367	2246.615451
368	2239.759239
369	2227.10348
370	2220.519628
371	2214.70407
372	2206.64268
373	2197.258256
374	2189.669618
375	2179.335932
376	2171.333967
377	2165.85615
378	2156.933585
379	2149.204536
380	2144.862353
381	2144.197895
382	2134.806059
383	2125.91106
384	2118.678376
385	2111.47277
386	2103.721906
387	2093.88548
388	2087.790384
389	2080.998168
390	2072.990958
391	2068.794598
392	2061.741942
393	2053.145011
394	2046.289701
395	2040.929479
396	2037.06507
397	2028.60392
398	2020.129841
399	2009.249037
400	2007.953619
401	2004.203693
402	1995.508867
403	1989.081663
404	1981.720244
405	1976.234044
406	1967.377016
407	1960.538602
408	1952.917215
409	1945.944416
410	1935.928247
411	1930.996837
412	1922.678031
413	1917.014815
414	1911.404851
415	1907.175063
416	1903.854675
417	1896.896205
418	1891.668585
419	1882.963223
420	1875.89553
421	1873.671007
422	1867.817419
423	1863.543773
424	1860.587343
425	1852.876368
426	1847.051533
427	1837.023594
428	1836.087946
429	1830.815346
430	1824.289528
431	1822.274138
432	1817.564827
433	1813.019376
434	1811.798119
435	1807.298434
436	1802.986629
437	1800.015296
438	1796.438831
439	1789.495125
440	1785.383667
441	1778.329655
442	1777.670427
443	1772.663717
444	1768.117596
445	1763.71559
446	1759.821161
447	1754.507332
448	1749.772144
449	1739.998414
450	1733.940958
451	1728.886388
452	1725.772092
453	1719.652507
454	1716.294107
455	1708.859424
456	1704.09312
457	1701.87296
458	1698.389911
459	1694.775598
460	1690.911006
461	1689.536167
462	1685.659664
463	1677.941635
464	1671.59804
465	1668.044686
466	1663.223318
467	1659.351347
468	1655.223948
469	1649.719887
470	1645.368258
471	1642.434419
472	1636.795182
473	1629.364752
474	1624.038815
475	1621.443825
476	1616.419898
477	1611.751406
478	1607.978292
479	1604.555749
480	1600.462334
481	1595.3784
482	1590.800549
483	1587.103382
484	1584.339318
485	1583.881292
486	1577.151018
487	1572.809617
488	1566.615979
489	1562.299621
490	1559.397519
491	1554.480646
492	1549.679834
493	1546.526556
494	1542.329588
495	1537.684647
496	1533.397324
497	1527.023952
498	1523.941452
499	1517.514643
500	1511.76366
501	1507.489971
502	1505.147958
503	1502.779387
504	1498.453075
505	1493.8516
506	1490.902411
507	1489.879126
508	1488.125687
509	1482.504828
510	1479.746177
511	1476.599044
512	1473.275335
513	1469.540283
514	1465.379397
515	1461.795508
516	1458.652448
517	1456.549595
518	1450.930763
519	1447.663747
520	1442.975785
521	1441.157694
522	1437.473992
523	1432.112629
524	1428.465991
525	1425.753206
526	1421.827556
527	1417.824866
528	1415.109584
529	1411.579138
530	1409.044416
531	1404.646529
532	1401.740448
533	1399.278397
534	1396.971493
535	1393.969545
536	1391.010398
537	1387.733585
538	1383.355681
539	1378.691336
540	1375.151288
541	1370.827754
542	1368.742844
543	1365.996329
544	1361.029461
545	1358.641468
546	1356.832566
547	1354.469412
548	1352.543136
549	1349.525914
550	1346.98074
551	1343.115855
552	1341.246092
553	1338.189463
554	1334.073173
555	1330.25077
556	1326.766154
557	1324.324789
558	1322.493572
559	1319.977236
560	1315.896874
561	1311.666613
562	1308.095739
563	1306.062358
564	1302.623673
565	1299.004516
566	1296.786321
567	1294.077495
568	1289.947112
569	1286.195099
570	1284.261231
571	1281.485186
572	1279.500329
573	1277.035019
574	1274.316504
575	1269.989076
576	1267.580238
577	1265.254036
578	1263.246828
579	1261.194403
580	1258.826181
581	1256.606651
582	1254.575428
583	1251.210628
584	1248.083355
585	1243.775105
586	1240.845708
587	1238.424849
588	1235.390902
589	1232.968952
590	1231.546126
591	1227.081671
592	1225.140249
593	1221.494955
594	1218.966184
595	1214.289071
596	1211.857285
597	1209.371851
598	1207.277765
599	1205.389256
600	1202.690395
601	1200.715465
602	1199.09645
603	1197.707227
604	1194.574079
605	1191.182197
606	1188.722584
607	1184.91973
608	1182.088521
609	1180.080295
610	1178.601498
611	1175.607363
612	1174.327066
613	1172.347009
614	1170.247135
615	1167.4841
616	1165.843342
617	1163.183536
618	1161.259697
619	1159.522127
620	1158.227632
621	1155.798856
622	1154.112333
623	1150.913146
624	1148.836318
625	1145.247447
626	1142.880066
627	1141.060469
628	1139.05844
629	1136.223905
630	1133.77343
631	1132.110551
632	1130.97581
633	1128.850129
634	1126.777424
635	1125.118164
636	1124.030312
637	1122.763934
638	1120.079106
639	1117.71833
640	1115.655052
641	1112.99474
642	1110.197368
643	1108.246696
644	1106.364497
645	1103.706073
646	1101.816063
647	1100.025808
648	1098.133544
649	1095.5166
650	1091.942996
651	1090.441641
652	1088.537231
653	1085.816255
654	1083.735775
655	1081.629132
656	1078.287294
657	1075.243889
658	1073.332836
659	1071.1905
660	1068.173816
661	1065.816614
662	1063.601535
663	1061.296509
664	1059.098883
665	1056.958301
666	1054.741346
667	1053.202417
668	1051.582308
669	1050.246857
670	1048.099686
671	1045.886083
672	1044.239695
673	1041.849896
674	1040.163947
675	1037.143255
676	1034.350169
677	1032.067013
678	1030.253113
679	1028.313065
680	1025.655256
681	1024.65561
682	1023.387507
683	1021.568233
684	1019.98353
685	1018.565725
686	1017.147435
687	1015.024687
688	1013.882904
689	1011.65892
690	1010.364475
691	1008.922195
692	1006.792414
693	1004.523712
694	1002.602157
695	1001.214221
696	1000.031921
697	998.40981
698	996.7833964
699	994.7014837
700	992.2248545
701	989.8438575
702	988.2835378
703	986.9014457
704	985.1882704
705	984.5913639
706	983.1349168
707	981.1161897
708	979.6884733
709	977.968091
710	976.8108322
711	975.2460506
712	973.7409554
713	971.2919397
714	969.9677753
715	968.2046942
716	966.0790287
717	964.2323307
718	962.3794549
719	960.1118286
720	957.5320654
721	954.995733
722	953.9913511
723	953.2684316
724	951.5302288
725	950.3237544
726	948.1985766
727	947.9154925
728	947.1001369
729	944.5166877
730	943.3219107
731	941.7983863
732	938.9587938
733	936.5612263
734	936.0591761
735	934.0436079
736	931.3865003
737	930.0110288
738	928.4641419
739	926.9250947
740	924.702458
741	922.674238
742	921.4884648
743	919.0613677
744	917.4824976
745	916.0249356
746	915.067674
747	912.4629998
748	910.567882
749	908.9212162
750	906.9246904
751	906.0967197
752	904.8582726
753	902.8820607
754	900.3410099
755	898.6272439
756	897.5596443
757	895.9836181
758	894.3655858
759	892.9847419
760	890.6060778
761	888.4498498
762	887.3888323
763	886.1492864
764	884.0881578
765	881.8163103
766	879.1151567
767	876.998438
768	876.1547671
769	874.7377696
770	873.242487
771	871.9969824
772	870.9796984
773	869.9348986
774	867.930702
775	866.0388915
776	863.8650811
777	863.4394033
778	862.0015146
779	860.4870629
780	859.002824
781	858.4358625
782	856.7241968
783	855.7220929
784	854.3609848
785	853.3332865
786	851.8311857
787	850.3284279
788	849.4092559
789	848.03231
790	846.0680664
791	844.3879058
792	842.5768041
793	840.6631774
794	839.2878713
795	837.5544829
796	836.6006781
797	835.1697555
798	833.80625
799	832.076131
800	830.7832805
801	829.8726097
802	828.5921134
803	827.4303108
804	826.6834474
805	825.3271075
806	823.4809354
807	822.4078144
808	821.2858265
809	820.0105312
810	818.8333565
811	817.4564359
812	814.8313906
813	814.246634
814	811.9531809
815	809.8263761
816	808.622252
817	807.1442424
818	805.7876495
819	803.710475
820	802.4010533
821	800.6257803
822	799.2576358
823	797.6164648
824	796.6530781
825	795.3007499
826	793.8658864
827	791.6884445
828	790.3183151
829	789.1794341
830	787.2668481
831	786.4781095
832	785.2082744
833	784.956762
834	783.3096719
835	782.0781403
836	781.2154296
837	779.7478057
838	779.6121035
839	778.4240868
840	777.1793809
841	775.8536294
842	774.679667
843	774.4276364
844	773.071845
845	771.9834021
846	770.1442396
847	767.9855297
848	766.528183
849	765.3512558
850	763.6597247
851	761.8355303
852	760.8046939
853	758.9112372
854	757.241212
855	755.7874447
856	755.0809328
857	754.2476804
858	754.0436253
859	752.8967191
860	751.239917
861	749.9259071
862	748.8609842
863	747.8537597
864	747.0130953
865	745.4864371
866	744.2949667
867	743.3882146
868	741.8773159
869	740.5494536
870	739.1967931
871	737.527812
872	736.1468466
873	735.9815779
874	734.6421697
875	733.5309233
876	732.6977659
877	732.3408928
878	730.8644966
879	730.6904421
880	730.0784244
881	729.2926269
882	727.6519186
883	726.2027334
884	725.3760682
885	723.748254
886	723.1128962
887	722.2677931
888	721.6889321
889	720.5238281
890	720.4144249
891	719.2648468
892	717.9102146
893	717.3375613
894	716.1964135
895	714.8951057
896	713.6989971
897	713.4326659
898	712.4242317
899	712.0199692
900	710.7473283
901	710.0812779
902	708.802862
903	707.9169249
904	706.8289141
905	706.4895876
906	705.7601881
907	704.5014057
908	703.4133238
909	703.3208176
910	702.1080264
911	700.8921858
912	699.6836333
913	698.6455014
914	698.0004161
915	697.1281118
916	696.0088029
917	695.1589791
918	694.2187223
919	694.0953558
920	692.9811037
921	692.9060767
922	692.6324598
923	692.5508536
924	691.6255325
925	690.7262637
926	690.2780759
927	688.9132805
928	687.3929556
929	686.4724854
930	685.597945
931	683.9825782
932	683.4332832
933	682.6018713
934	681.4979809
935	680.2307081
936	680.1158836
937	680.0394798
938	679.4383409
939	678.0764734
940	676.4771827
941	676.2674308
942	675.281078
943	674.242455
944	672.8299157
945	671.3722541
946	670.2089658
947	669.5745524
948	669.4675556
949	669.3913123
950	668.592068
951	667.4130412
952	667.3029096
953	666.1971992
954	664.3485487
955	663.3040656
956	663.242028
957	662.3456449
958	661.6061614
959	661.2535609
960	660.8318499
961	659.4122671
962	658.6723152
963	657.2814517
964	656.1564475
965	654.7264911
966	653.8562929
967	652.8618272
968	651.3992753
969	649.9249271
970	648.916712
971	647.9227369
972	647.3741108
973	646.296383
974	644.842593
975	643.345686
976	642.6783397
977	641.6625857
978	641.4912287
979	640.415189
980	639.4205295
981	639.3487371
982	638.0676473
983	637.3305681
984	636.0394801
985	635.0453735
986	634.8973701
987	634.8178906
988	633.7810396
989	633.7078036
990	633.1337481
991	632.4192128
992	631.7387589
993	630.4961202
994	630.1225281
995	629.2519035
996	628.7817736
997	628.6729062
998	627.9539742
999	627.6729863
